OBJECTID,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,id,city,company,name,type,prod,type_ru,lat,long,out,name_en,AREA,PERIMETER,CODE,NAME_1,TYPE_1,REG,AREA_1,PERIMETER_1,GLG
117,1,117,1,117,120,Êèåíãîï,ÎÀÎ ""Óäìóðòíåôòü"",Êèåíãîïñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,57.269019999999998,53.361969000000002,/oil-gas-field/kiengopskoe,Kiengopskoe,726370445706.697998046875000,4972426.422000000253320,1015,Volga-Ural Region,p,1,604011631899.788940429687500,20681400.471999999135733,P
118,1,118,1,118,121,Èãðà,ÎÀÎ ""Óäìóðòíåôòü"",×óòûðñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,57.678457000000002,52.932129000000003,/oil-gas-field/chutirskoe,Chutirskoe,726370445706.697998046875000,4972426.422000000253320,1015,Volga-Ural Region,p,1,604011631899.788940429687500,20681400.471999999135733,P
119,1,119,1,119,122,Êóíãóð,ÎÎÎ ""ËÓÊÎÉË-ÏÅÐÌÜ"",Èëüè÷åâñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,57.936771000000000,56.842917999999997,/oil-gas-field/illichivskoe,Illichivskoe,726370445706.697998046875000,4972426.422000000253320,1015,Volga-Ural Region,p,1,604011631899.788940429687500,20681400.471999999135733,P
120,1,120,1,120,123,Íèæíåâàðòîâñê,ÀÎ «Òîìñêíåôòü» ÂÍÊ,Çàïàäíî-Ïîëóäåííîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,60.574151000000001,76.500549000000007,/oil-gas-field/zapadno-poludennoe,Zapadno Poludennoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
121,1,121,1,121,124,Íîâûé Óðåíãîé,ÀÎ ""Ìåññîÿõàíåôòåãàç"",Çàïàäíî-Ìåññîÿõñêîå ìåñòîðîæäåíèå,oil-gas,,íåôòåãàçîâîå,68.494467000000000,78.364277000000001,/oil-gas-field/zapadno-messoyakhskoye,Zapadno Messoyakhskoye,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
122,1,122,1,122,125,Íîâûé Óðåíãîé,ÀÎ ""Ìåññîÿõàíåôòåãàç"",Âîñòî÷íî-Ìåññîÿõñêîå ìåñòîðîæäåíèå,oil-gas,,íåôòåãàçîâîå,68.510570999999999,79.748553999999999,/oil-gas-field/vostochno-messoyakhskoye,Vostochno Messoyakhskoye,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
123,1,123,1,123,126,Ñàáåòòà,ÎÀÎ ""ßìàë ÑÏÃ"",Þæíî-Òàìáåéñêîå ìåñòîðîæäåíèå,gas-condensate,,ãàçîêîíäåíñàòíîå,71.309156000000002,71.858825999999993,/oil-gas-field/yuzhno-tambeyskoye,Yuzhno Tambeyskoye,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,79346903486.179000854492188,2485392.078000000212342,Pg
124,1,124,1,124,127,Þðõàðîâî,ÀÎ «Íîðòãàç»,Ñåâåðî-Óðåíãîéñêîå ìåñòîðîæäåíèå,gas-condensate,,ãàçîêîíäåíñàòíîå,67.512771000000001,76.637878000000001,/oil-gas-field/severo-urengoyskoe,Severo Urengoyskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
125,1,125,1,125,128,Þðõàðîâî,ÎÎÎ «ÍÎÂÀÒÝÊ-ÞÐÕÀÐÎÂÍÅÔÒÅÃÀÇ»,Þðõàðîâñêîå ìåñòîðîæäåíèå,oil-gas-condensate,,íåôòåãàçîêîíäåíñàòíîå,67.785892000000004,77.052611999999996,/oil-gas-field/yurkharovskoye,Yurkharovskoye,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
126,1,126,1,126,129,Òàðêî-Ñàëå,ÎÎÎ «ÍÎÂÀÒÝÊ-ÒÀÐÊÎÑÀËÅÍÅÔÒÅÃÀÇ»,Âîñòî÷íî-Òàðêîñàëèíñêîå ìåñòîðîæäåíèå,oil-gas-condensate,,íåôòåãàçîêîíäåíñàòíîå,65.025784999999999,78.189696999999995,/oil-gas-field/east-tarkosalinskoye,East Tarkosalinskoye,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
127,1,127,1,127,130,Òàðêî-Ñàëå,ÎÎÎ «ÍÎÂÀÒÝÊ-ÒÀÐÊÎÑÀËÅÍÅÔÒÅÃÀÇ»,Õàí÷åéñêîå ìåñòîðîæäåíèå,gas-condensate,,ãàçîêîíäåíñàòíîå,64.949720999999997,78.398437999999999,/oil-gas-field/khancheyskoye,Khancheyskoye,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
128,1,128,1,128,131,Íîâûé Óðåíãîé,ÎÀÎ ""Àðêòèêãàç"" (""ÀÐÊÒÈ×ÅÑÊÀß ÃÀÇÎÂÀß ÊÎÌÏÀÍÈß""),Ñàìáóðãñêèé ëèöåíçèîííûé ó÷àñòîê (Ñàìáóðãñêîå ìåñòîðîæäåíèå),gas-condensate,,ãàçîêîíäåíñàòíîå,66.549970999999999,77.193889999999996,/oil-gas-field/samburg-license-area,Samburg License Area,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
129,1,129,1,129,132,Íîâûé Óðåíãîé,ÎÀÎ ""Àðêòèêãàç"" (""ÀÐÊÒÈ×ÅÑÊÀß ÃÀÇÎÂÀß ÊÎÌÏÀÍÈß""),Óðåíãîéñêîå ìåñòîðîæäåíèå ÎÀÎ «ÀÐÊÒÈÊÃÀÇ»,oil-gas-condensate,,íåôòåãàçîêîíäåíñàòíîå,66.477112000000005,77.104797000000005,/oil-gas-field/urengoi-oil-field-arcticgaz,Urengoi Oil Field Arcticgaz,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
130,1,130,1,130,133,Óðåíãîé,ÎÀÎ ""Àðêòèêãàç"" (""ÀÐÊÒÈ×ÅÑÊÀß ÃÀÇÎÂÀß ÊÎÌÏÀÍÈß""),ßðî-ßõèíñêîå ìåñòîðîæäåíèå (ßðî-ßõèíñêèé ëèöåíçèîííûé ó÷àñòîê),oil-gas-condensate,,íåôòåãàçîêîíäåíñàòíîå,66.260568000000006,78.713779000000002,/oil-gas-field/jaro-yakhinsky-license-area,Jaro Yakhinsky License Area,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
131,1,131,1,131,134,ßðû,Ñîáñòâåííèê/Èíâåñòîð,Þìáúÿõñêîå ìåñòîðîæäåíèå,gas-condensate,,ãàçîêîíäåíñàòíîå,68.659554000000000,67.854309000000001,/oil-gas-field/yumbyakhskoe,Yumbyakhskoe,813475145459.843017578125000,9317779.810000000521541,1017,Ural-Novaya Zemlya Foldbelt, ,0,10059528710210.796875000000000,88017714.201000005006790,SEA
132,1,132,1,132,135,Ìóíãóé,ÀÎ ""ÒÀÉÌÛÐÍÅÔÒÅÃÀÇ"",Ñåâåðî-Ïàéÿõñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,70.500001999999995,84.497810999999999,/oil-gas-field/north-payakhskoe,North Payakhskoe,309349807114.385009765625000,2917333.015000000130385,1175,Yenisey-Khatanga Basin, ,0,1052942730417.592041015625000,23622380.964999999850988,K
133,1,133,1,133,136,Êèðåíñê,ÀÎ ""ÂÅÐÕÍÅ×ÎÍÑÊÍÅÔÒÅÃÀÇ"" (ÀÎ ""Â×ÍÃ""),Ñåâåðî-Äàíèëîâñêîå ìåñòîðîæäåíèå,oil-gas-condensate,,íåôòåãàçîêîíäåíñàòíîå,59.466012999999997,108.076629999999994,/oil-gas-field/north-danilovskoe,North Danilovskoe,360115965584.392028808593750,3295676.089999999850988,1210,Nepa-Botuoba Arch,p,1,173720350176.319000244140625,12617611.766000000759959,Cm
134,1,134,1,134,137,Þæíî-Ñàõàëèíñê,ÎÎÎ ""Âåíèíåôòü"",Ñåâåðî-Âåíèíñêîå ìåñòîðîæäåíèå,gas-condensate,,ãàçîêîíäåíñàòíîå,51.964576999999998,143.245238999999998,/oil-gas-field/north-veninskoe,North Veninskoe,85860508708.671997070312500,2387620.657999999821186,1322,North Sakhalin Basin,p,1,16361585.282999999821186,24830.490000000001601,N
135,1,135,1,135,138,Òàçîâñêèé,ÎÎÎ «ÍÎÂÀÒÝÊ-ÒÀÐÊÎÑÀËÅÍÅÔÒÅÃÀÇ»,Äîðîãîâñêîå ìåñòîðîæäåíèå,oil-gas-condensate,,íåôòåãàçîêîíäåíñàòíîå,67.221052999999998,81.716308999999995,/oil-gas-field/dorogovskoe,Dorogovskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
136,1,136,1,136,139,Òîáîëüñê,ÎÎÎ «ÐÍ «Óâàòíåôòåãàç»,Óñòü-Òåãóññêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,58.718359999999997,73.992435000000000,/oil-gas-field/ust-tegusskoe,Ust Tegusskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
137,1,137,1,137,140,Íèæíåâàðòîâñê,ÀÎ «Ñàìîòëîðíåôòåãàç»,Ñàìîòëîðñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,61.052599999999998,76.828800000000001,/oil-gas-field/samotlor,Samotlor,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
138,1,138,1,138,141,Àëüìåòüåâñê,ÏÀÎ «Òàòíåôòü»,Ðîìàøêèíñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,54.572957000000002,52.369486999999999,/oil-gas-field/romashkinskoye,Romashkinskoye,726370445706.697998046875000,4972426.422000000253320,1015,Volga-Ural Region,p,1,604011631899.788940429687500,20681400.471999999135733,P
139,1,139,1,139,142,Àòûðàó,ÀÎ ""ÊîÆàí"",Ìîðñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,46.675826000000001,53.040619000000000,/oil-gas-field/morskoe,Morskoe,546688741566.757995605468750,2862387.569999999832362,1016,North Caspian Basin,p,1,409082547603.734008789062500,6944516.891999999992549,SEA
140,1,140,1,140,143,Õàðüÿãà,ÀÎ ""Çàðóáåæíåôòü"",Õàðüÿãèíñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,67.142167000000001,56.653055999999999,/oil-gas-field/kharyaga,Kharyaga,450939701379.052001953125000,3262746.402999999932945,1008,Timan-Pechora Basin,p,1,109204210740.423004150390625,3242898.160000000149012,K
141,1,141,1,141,144,Íåôòåþãàíñê,ÎÎÎ «ÐÍ-Þãàíñêíåôòåãàç»,Ìàìîíòîâñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,60.749766999999999,72.910079999999994,/oil-gas-field/mamontovskoe,Mamontovskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
142,1,142,1,142,145,Õàíòû-Ìàíñèéñê,ÎÎÎ «ËÓÊÎÉË-Çàïàäíàÿ Ñèáèðü»,Êàìåííûé ëèöåíçèîííûé ó÷àñòîê (âîñòî÷íàÿ ÷àñòü Êðàñíîëåíèíñêîãî ìåñòîðîæäåíèÿ),oil-gas,,íåôòåãàçîâîå,61.369751999999998,67.483520999999996,/oil-gas-field/kamennoe-east,Kamennoe East,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
143,1,143,1,143,146,Íÿãàíü,ÀÎ «ÐÍ-Íÿãàíüíåôòåãàç»,Òàëèíñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,61.490921000000000,66.272964999999999,/oil-gas-field/talinskoe,Talinskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
144,1,144,1,144,147,Õàíòû-Ìàíñèéñê,ÏÀÎ ""ÍÊ ""ÐÎÑÍÅÔÒÜ"",Ýðãèíñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,60.741712999999997,69.216614000000007,/oil-gas-field/erginskoye,Erginskoye,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,200371084.074999988079071,86995.312000000005355,H2O
145,1,145,1,145,148,Êóþìáà,ÎÎÎ «Ñëàâíåôòü-Êðàñíîÿðñêíåôòåãàç»,Êóþìáèíñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,60.897720999999997,97.230377000000004,/oil-gas-field/kuyumbinskoye,Kuyumbinskoye,202839517987.707000732421875,2408122.007999999914318,1207,Baykit Arch,b,1,40653495362.969001770019531,4997106.754999999888241,Cm
146,1,146,1,146,149,Ñàáåòòà,ÎÎÎ ""Àðêòèê ÑÏÃ 2"",Ñàëìàíîâñêîå (Óòðåííåå) ìåñòîðîæäåíèå,gas-condensate,,ãàçîêîíäåíñàòíîå,71.057569000000001,73.975066999999996,/oil-gas-field/salmanovskoe-utrennee,Salmanovskoe Utrennee,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1052942730417.592041015625000,23622380.964999999850988,K
147,1,147,1,147,150,Ñàëûì,«Ñàëûì Ïåòðîëåóì Äåâåëîïìåíò Í.Â.»,Çàïàäíî-Ñàëûìñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,60.288173000000000,70.897521999999995,/oil-gas-field/west-salymskoe,West Salymskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
148,1,148,1,148,151,Ñàëåõàðä,ÎÎÎ ""Àðêòèê ÑÏÃ 1"",Ãûäàíñêîå ìåñòîðîæäåíèå,gas-condensate,,ãàçîêîíäåíñàòíîå,70.322207000000006,76.184691999999998,/oil-gas-field/gydanskoye,Gydanskoye,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1052942730417.592041015625000,23622380.964999999850988,K
149,1,149,1,149,152,Êèðåíñê,ÎÎÎ «ÈÍÊ» (Èðêóòñêàÿ íåôòÿíàÿ êîìïàíèÿ),ßðàêòèíñêîå ìåñòîðîæäåíèå,oil-gas-condensate,,íåôòåãàçîêîíäåíñàòíîå,57.999001999999997,106.730461000000005,/oil-gas-field/yaraktinskoe,Yaraktinskoe,360115965584.392028808593750,3295676.089999999850988,1210,Nepa-Botuoba Arch,p,1,130081261281.199005126953125,6486465.122999999672174,O
150,1,150,1,150,153,Àòûðàó,North Caspian Operating Company (NCOC) / Íîðò Êàñïèàí Îïåðåéòèíã Êîìïàíè Í.Â. (ÍÊÎÊ),Ìåñòîðîæäåíèå Êàøàãàí,oil-gas,,íåôòåãàçîâîå,46.200744999999998,51.696854000000002,/oil-gas-field/kashagan,Kashagan,546688741566.757995605468750,2862387.569999999832362,1016,North Caspian Basin,p,1,409082547603.734008789062500,6944516.891999999992549,SEA
151,1,151,1,151,154,Äóäèíêà,ÏÀÎ ""ÍÊ ""ÐÎÑÍÅÔÒÜ"",Ñóçóíñêîå ìåñòîðîæäåíèå,oil-gas,,íåôòåãàçîâîå,68.449490999999995,83.652991999999998,/oil-gas-field/suzunskoe,Suzunskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1052942730417.592041015625000,23622380.964999999850988,K
152,1,152,1,152,155,Íîÿáðüñê,ÏÀÎ ""ÍÊ ""ÐÎÑÍÅÔÒÜ"",Ñåâåðî-Òàðàñîâñêîå ìåñòîðîæäåíèå,oil-gas,,íåôòåãàçîâîå,64.548219000000003,77.734795000000005,/oil-gas-field/severo-tarasovskoe,Severo Tarasovskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
153,1,153,1,153,156,Íîÿáðüñê,ÏÀÎ ""ÍÊ ""ÐÎÑÍÅÔÒÜ"",Òàðàñîâñêîå ìåñòîðîæäåíèå,oil-gas,,íåôòåãàçîâîå,64.403762000000000,77.779769999999999,/oil-gas-field/tarasovskoe,Tarasovskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
154,1,154,1,154,157,Þæíî-Ñàõàëèíñê,ÏÀÎ ""ÍÊ ""ÐÎÑÍÅÔÒÜ"",Ìåñòîðîæäåíèå Îäîïòó-ìîðå (Ñåâåðíûé êóïîë),oil,,íåôòÿíîå,53.298611000000001,143.328056000000004,/oil-gas-field/odoptu-sea,Odoptu Sea,85860508708.671997070312500,2387620.657999999821186,1322,North Sakhalin Basin,p,1,10059528710210.796875000000000,88017714.201000005006790,SEA
155,1,155,1,155,158,Þæíî-Ñàõàëèíñê,ÏÀÎ ""ÍÊ ""ÐÎÑÍÅÔÒÜ"",Êàòàíãëè ìåñòîðîæäåíèå,oil,,íåôòÿíîå,51.700012999999998,143.229617999999988,/oil-gas-field/katangli,Katangli,85860508708.671997070312500,2387620.657999999821186,1322,North Sakhalin Basin,p,1,34754057488.655998229980469,2601912.236000000033528,N
156,1,156,1,156,159,Þæíî-Ñàõàëèíñê,ÏÀÎ ""ÍÊ ""ÐÎÑÍÅÔÒÜ"",Íàáèëü ìåñòîðîæäåíèå,oil-gas,,íåôòåãàçîâîå,51.532615000000000,143.400507000000005,/oil-gas-field/nabil,Nabil,85860508708.671997070312500,2387620.657999999821186,1322,North Sakhalin Basin,p,1,10059528710210.796875000000000,88017714.201000005006790,SEA
157,1,157,1,157,160,Þæíî-Ñàõàëèíñê,ÏÀÎ ""ÍÊ ""ÐÎÑÍÅÔÒÜ"",Âîñòî÷íîå Äàãè (Äàãè) ìåñòîðîæäåíèå,oil-gas,,íåôòåãàçîâîå,52.138334999999998,143.058815000000010,/oil-gas-field/vostochnoedagi,Vostochnoedagi,85860508708.671997070312500,2387620.657999999821186,1322,North Sakhalin Basin,p,1,34754057488.655998229980469,2601912.236000000033528,N
158,1,158,1,158,161,Íîÿáðüñê,ÎÎÎ «ÐÍ-Ïóðíåôòåãàç»,Çàïàäíî-Ïóðïåéñêîå ìåñòîðîæäåíèå,oil-gas,,íåôòåãàçîâîå,64.579184999999995,75.552807000000001,/oil-gas-field/zapadno-purpeyskoe,Zapadno Purpeyskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
159,1,159,1,159,163,Íîÿáðüñê,ÎÎÎ «ÐÍ-Ïóðíåôòåãàç»,Óñòü-Õàðàìïóðñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,64.283653000000001,78.167725000000004,/oil-gas-field/ust-kcharampurskoe,Ust Kcharampurskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
160,1,160,1,160,164,Ñóðãóò,ÏÀÎ ""ÍÊ ""ÐÎÑÍÅÔÒÜ"",Ïðàâäèíñêîå ìåñòîðîæäåíèå,oil-gas,,íåôòåãàçîâîå,60.951777000000000,71.842346000000006,/oil-gas-field/pravdinskoe,Pravdinskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
161,1,161,1,161,165,Òîìñê,ÎÀÎ «Òîìñêãàçïðîì»,Ñåâåðî-Îñòàíèíñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,57.906092999999998,79.307556000000005,/oil-gas-field/severo-ostaninskoe,Severo Ostaninskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,274348615164.579986572265625,7957469.074000000022352,QT
162,1,162,1,162,166,Òîìñê,ÎÀÎ «Òîìñêãàçïðîì»,Êàçàíñêîå ìåñòîðîæäåíèå,oil-gas,,íåôòåãàçîâîå,57.195064000000002,79.320258999999993,/oil-gas-field/kazanskoe,Kazanskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
163,1,163,1,163,167,Òîìñê,ÎÀÎ «Òîìñêãàçïðîì»,Ìûëüäæèíñêîå ìåñòîðîæäåíèå,oil-gas,,íåôòåãàçîâîå,58.991132999999998,78.449078000000000,/oil-gas-field/myldzhinskoe,Myldzhinskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
164,1,164,1,164,169,Òîìñê,ÀÎ «Íåçàâèñèìàÿ íåôòåãàçîâàÿ êîìïàíèÿ»,Ñðåäíå-Íþðîëüñêîå ìåñòîðîæäåíèå,oil-gas,,íåôòåãàçîâîå,58.899768999999999,77.893324000000007,/oil-gas-field/sredne-nyurolskoe,Sredne Nyurolskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
165,1,165,1,165,170,Òîìñê,ÀÎ «Íåçàâèñèìàÿ íåôòåãàçîâàÿ êîìïàíèÿ»,Êëþ÷åâñêîå ìåñòîðîæäåíèå,oil-gas,,íåôòåãàçîâîå,58.831026999999999,77.530345999999994,/oil-gas-field/klyuchevskoe,Klyuchevskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
166,1,166,1,166,171,Òîìñê,ÀÎ «Íåçàâèñèìàÿ íåôòåãàçîâàÿ êîìïàíèÿ»,Ïóãëàëûìñêîå ìåñòîðîæäåíèå,oil-gas,,íåôòåãàçîâîå,58.871073000000003,77.741833000000000,/oil-gas-field/puglalymskoe,Puglalymskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
167,1,167,1,167,172,Òîìñê,ÎÎÎ «Ãàçïðîìíåôòü-Âîñòîê»,Êóëãèíñêîå ìåñòîðîæäåíèå,oil-gas,,íåôòåãàçîâîå,57.276445000000002,78.701248000000007,/oil-gas-field/kulginskoe,Kulginskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,274348615164.579986572265625,7957469.074000000022352,QT
168,1,168,1,168,173,Òîìñê,ÎÎÎ «Ãàçïðîìíåôòü-Âîñòîê»,Þæíî-Òàáàãàíñêîå ìåñòîðîæäåíèå,oil-gas,,íåôòåãàçîâîå,57.284517000000001,78.881364000000005,/oil-gas-field/yuzhno-tabaganskoe,Yuzhno Tabaganskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
169,1,169,1,169,174,Òîìñê,ÎÎÎ «Ãàçïðîìíåôòü-Âîñòîê»,Ëóãèíåöêîå ìåñòîðîæäåíèå,oil-gas,,íåôòåãàçîâîå,58.165995000000002,78.892821999999995,/oil-gas-field/luginetskoe,Luginetskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
170,1,170,1,170,175,Óñòü-Êóò,ÎÎÎ «ÈÍÊ» (Èðêóòñêàÿ íåôòÿíàÿ êîìïàíèÿ),Äàíèëîâñêîå ìåñòîðîæäåíèå,oil-gas,,íåôòåãàçîâîå,59.441583999999999,108.029251000000002,/oil-gas-field/danilovskoe,Danilovskoe,360115965584.392028808593750,3295676.089999999850988,1210,Nepa-Botuoba Arch,p,1,173720350176.319000244140625,12617611.766000000759959,Cm
171,1,171,1,171,176,Õàíòû-Ìàíñèéñê,ÎÀÎ ""Ñóðãóòíåôòåãàç"",Èìåíè Í. Ê. Áàéáàêîâà ìåñòîðîæäåíèå,oil,,íåôòÿíîå,61.923684999999999,67.682991000000001,/oil-gas-field/baibakova,Baibakova,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
172,1,172,1,172,177,Ñóðãóò,ÏÀÎ ""ÍÊ ""ÐÎÑÍÅÔÒÜ"",Âîñòî÷íî-Ñóðãóòñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,61.016306999999998,73.406525000000002,/oil-gas-field/vostochno-surgutskoe,Vostochno Surgutskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
173,1,173,1,173,178,Õàíòû-Ìàíñèéñê,ÎÀÎ ""Ñóðãóòíåôòåãàç"",Æóìàæàíîâñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,62.889586000000001,70.563125999999997,/oil-gas-field/zhumazhanovskoe,Zhumazhanovskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
174,1,174,1,174,179,Ñóðãóò,ÎÀÎ ""Ñóðãóòíåôòåãàç"",Ñóðüåãàíñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,63.227209999999999,70.649642999999998,/oil-gas-field/surieganskoe,Surieganskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
175,1,175,1,175,180,Ñóðãóò,ÎÀÎ ""Ñóðãóòíåôòåãàç"",Âàòëîðñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,63.190534999999997,70.897694000000001,/oil-gas-field/vatlorskoe,Vatlorskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
176,1,176,1,176,181,Ñóðãóò,ÎÀÎ ""Ñóðãóòíåôòåãàç"",Þæíî-Âàòëîðñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,63.151873999999999,71.180419999999998,/oil-gas-field/yuzhno-vatlorskoe,Yuzhno Vatlorskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
177,1,177,1,177,182,Ñóðãóò,ÎÀÎ ""Ñóðãóòíåôòåãàç"",Àé-Ïèìñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,62.249305000000000,71.167202000000003,/oil-gas-field/ai-pimskoe,Ai Pimskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
178,1,178,1,178,183,Ñóðãóò,ÎÀÎ ""Ñóðãóòíåôòåãàç"",Âà÷èìñêîå ìåñòîðîæäåíèå,oil-gas,,íåôòåãàçîâîå,61.826824000000002,72.644347999999994,/oil-gas-field/vachimskoe,Vachimskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
