OBJECTID,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,id,city,company,name,type,prod,type_ru,lat,long,out,name_en,AREA,PERIMETER,CODE,NAME_1,TYPE_1,REG,AREA_1,PERIMETER_1,GLG
262,1,262,1,262,269,Òîáîëüñê,ÏÀÎ ""ÍÊ ""ÐÎÑÍÅÔÒÜ"",Êàëü÷èíñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,59.106395999999997,69.969237000000007,/oil-gas-field/kalchinskiy,Kalchinskiy,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
263,1,263,1,263,270,Íîâûé Óðåíãîé,ÎÎÎ «Ãàçïðîìíåôòü-Îðåíáóðã»,Ñàíäèáèíñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,66.720277999999993,73.204722000000004,/oil-gas-field/sandibinskoye,Sandibinskoye,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
264,1,264,1,264,271,Ñëàâÿíñê-íà-Êóáàíè,ÏÀÎ «Ãàçïðîì»,Ïåñ÷àíîå ìåñòîðîæäåíèå,oil-gas-condensate,,íåôòåãàçîêîíäåíñàòíîå,45.453611000000002,37.738056000000000,/oil-gas-field/peschanoye,Peschanoye,162966952816.980010986328125,1900141.053000000072643,1108,Azov-Kuban Basin,p,1,349113675003.143981933593750,5607677.576000000350177,SEA
265,1,265,1,265,272,Õàíòû-Ìàíñèéñê,ÎÎÎ «Ãàçïðîìíåôòü-Îðåíáóðã»,Êèñëîðñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,63.583336000000003,66.397811000000004,/oil-gas-field/kislorskoye,Kislorskoye,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
266,1,266,1,266,273,Õàíòû-Ìàíñèéñê,ÏÀÎ ""ËÓÊÎÉË"",Êðàñíîëåíèíñêîå ìåñòîðîæäåíèå,oil-gas-condensate,,íåôòåãàçîêîíäåíñàòíîå,61.653610999999998,66.671389000000005,/oil-gas-field/krasnoleninskoye,Krasnoleninskoye,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
267,1,267,1,267,274,Íÿãàíü,ÎÎÎ «Ãàçïðîìíåôòü-Îðåíáóðã»,Ñåðãèíñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,62.425797000000003,65.456800000000001,/oil-gas-field/serginskoye,Serginskoye,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
268,1,268,1,268,275,Íèæíåâàðòîâñê,ÏÀÎ ""ÍÊ ""ÐÎÑÍÅÔÒÜ"",Ñåâåðî-Õîõðÿêîâñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,62.149146999999999,79.459992000000000,/oil-gas-field/severo-khokhryakovskoye,Severo Khokhryakovskoye,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
269,1,269,1,269,276,Íàðüÿí-Ìàð,ÎÎÎ ""ÑÊ ""ÐÓÑÂÜÅÒÏÅÒÐÎ"",Âèñîâîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,67.034509000000000,58.595180999999997,/oil-gas-field/visovoye,Visovoye,450939701379.052001953125000,3262746.402999999932945,1008,Timan-Pechora Basin,p,1,109204210740.423004150390625,3242898.160000000149012,K
270,1,270,1,270,277,Íàðüÿí-Ìàð,ÎÎÎ ""ÑÊ ""ÐÓÑÂÜÅÒÏÅÒÐÎ"",Âåðõíåêîëâèíñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,67.983889000000005,58.417222000000002,/oil-gas-field/verkhnekolvinskoye,Verkhnekolvinskoye,450939701379.052001953125000,3262746.402999999932945,1008,Timan-Pechora Basin,p,1,109204210740.423004150390625,3242898.160000000149012,K
271,1,271,1,271,278,Íàðüÿí-Ìàð,ÎÎÎ ""ÑÊ ""ÐÓÑÂÜÅÒÏÅÒÐÎ"",Çàïàäíî-Õîñåäàþñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,67.835278000000002,58.423921999999997,/oil-gas-field/zapadno-khosedayuskoye,Zapadno Khosedayuskoye,450939701379.052001953125000,3262746.402999999932945,1008,Timan-Pechora Basin,p,1,109204210740.423004150390625,3242898.160000000149012,K
272,1,272,1,272,279,Íàðüÿí-Ìàð,ÎÎÎ ""ÑÊ ""ÐÓÑÂÜÅÒÏÅÒÐÎ"",Ñèõîðåéñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,67.750556000000003,58.000556000000003,/oil-gas-field/sikhoreyskiy,Sikhoreyskiy,450939701379.052001953125000,3262746.402999999932945,1008,Timan-Pechora Basin,p,1,109204210740.423004150390625,3242898.160000000149012,K
273,1,273,1,273,280,Íàðüÿí-Ìàð,ÎÎÎ ""ÑÊ ""ÐÓÑÂÜÅÒÏÅÒÐÎ"",Âîñòî÷íî-Ñèõîðåéñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,67.775555999999995,58.560054999999998,/oil-gas-field/vostochno-sikhoreyskoye,Vostochno Sikhoreyskoye,450939701379.052001953125000,3262746.402999999932945,1008,Timan-Pechora Basin,p,1,109204210740.423004150390625,3242898.160000000149012,K
274,1,274,1,274,281,Íàðüÿí-Ìàð,ÎÎÎ ""ÑÊ ""ÐÓÑÂÜÅÒÏÅÒÐÎ"",Ñåâåðî-Ñèõîðåéñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,67.882221999999999,58.065556000000001,/oil-gas-field/severo-sikhoreyskoye,Severo Sikhoreyskoye,450939701379.052001953125000,3262746.402999999932945,1008,Timan-Pechora Basin,p,1,109204210740.423004150390625,3242898.160000000149012,K
275,1,275,1,275,282,Íàðüÿí-Ìàð,ÎÎÎ ""ÑÊ ""ÐÓÑÂÜÅÒÏÅÒÐÎ"",Ñåâåðî-Îøêîòûíñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,67.766666999999998,57.783332999999999,/oil-gas-field/severo-oshkotynskoye,Severo Oshkotynskoye,450939701379.052001953125000,3262746.402999999932945,1008,Timan-Pechora Basin,p,1,109204210740.423004150390625,3242898.160000000149012,K
276,1,276,1,276,283,Íàðüÿí-Ìàð,ÎÎÎ ""ÑÊ ""ÐÓÑÂÜÅÒÏÅÒÐÎ"",Ñþðõàðàòèíñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,67.991945999999999,57.757769000000003,/oil-gas-field/syurkharatinskoye,Syurkharatinskoye,450939701379.052001953125000,3262746.402999999932945,1008,Timan-Pechora Basin,p,1,109204210740.423004150390625,3242898.160000000149012,K
277,1,277,1,277,284,Íàðüÿí-Ìàð,ÎÎÎ ""ÑÊ ""ÐÓÑÂÜÅÒÏÅÒÐÎ"",Ïþñåéñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,67.996388999999994,57.973039999999997,/oil-gas-field/pyuseyskoye,Pyuseyskoye,450939701379.052001953125000,3262746.402999999932945,1008,Timan-Pechora Basin,p,1,109204210740.423004150390625,3242898.160000000149012,K
278,1,278,1,278,285,Íàðüÿí-Ìàð,ÎÎÎ ""ÑÊ ""ÐÓÑÂÜÅÒÏÅÒÐÎ"",Þæíî-Ñþðõàðàòèíñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,67.927232000000004,57.708897000000000,/oil-gas-field/yuzhno-syurkharatinskoye,Yuzhno Syurkharatinskoye,450939701379.052001953125000,3262746.402999999932945,1008,Timan-Pechora Basin,p,1,109204210740.423004150390625,3242898.160000000149012,K
279,1,279,1,279,286,Íàðüÿí-Ìàð,ÎÎÎ ""ÑÊ ""ÐÓÑÂÜÅÒÏÅÒÐÎ"",Óðåðíûðäñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,67.942222000000001,57.872777999999997,/oil-gas-field/urernyrdskoye,Urernyrdskoye,450939701379.052001953125000,3262746.402999999932945,1008,Timan-Pechora Basin,p,1,109204210740.423004150390625,3242898.160000000149012,K
280,1,280,1,280,287,Íàðüÿí-Ìàð,ÎÎÎ ""ÑÊ ""ÐÓÑÂÜÅÒÏÅÒÐÎ"",Âîñòî÷íî-ßíåìäåéñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,67.791667000000004,57.490000000000002,/oil-gas-field/vostochno-yanemdeyskoye,Vostochno Yanemdeyskoye,450939701379.052001953125000,3262746.402999999932945,1008,Timan-Pechora Basin,p,1,109204210740.423004150390625,3242898.160000000149012,K
281,1,281,1,281,288,Íàðüÿí-Ìàð,ÏÀÎ ""ÍÊ ""ÐÎÑÍÅÔÒÜ"",Ïàññåäñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,68.582222000000002,58.282221999999997,/oil-gas-field/passedskoye,Passedskoye,450939701379.052001953125000,3262746.402999999932945,1008,Timan-Pechora Basin,p,1,109204210740.423004150390625,3242898.160000000149012,K
282,1,282,1,282,289,Áàêó,Bp Plc,Ìåñòîðîæäåíèå Øàõ-Äåíèç,gas-condensate,,ãàçîêîíäåíñàòíîå,39.966735999999997,50.216141999999998,/oil-gas-field/shakh-deniz,Shakh Deniz,197701042294.204986572265625,1826068.841000000014901,1112,South Caspian Basin,p,1,409082547603.734008789062500,6944516.891999999992549,SEA
283,1,283,1,283,290,Îðåíáóðã,ÀÎ «Îðåíáóðãíåôòü»,Ðûáêèíñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,51.853380000000001,53.836649999999999,/oil-gas-field/rybkinskoye,Rybkinskoye,726370445706.697998046875000,4972426.422000000253320,1015,Volga-Ural Region,p,1,626721419021.604980468750000,19300571.103999998420477,N
284,1,284,1,284,291,Íåôòåþãàíñê,ÏÀÎ ""ÍÊ ""ÐÎÑÍÅÔÒÜ"",Þæíî-Ñóðãóòñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,61.162450000000000,72.997971000000007,/oil-gas-field/yuzhno-surgutskoye,Yuzhno Surgutskoye,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
285,1,285,1,285,292,Íóðëàò,ÏÀÎ «Òàòíåôòü»,Âèøíåâî-Ïîëÿíñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,54.533332999999999,50.747810999999999,/oil-gas-field/vishnevo-polyanskoye,Vishnevo Polyanskoye,726370445706.697998046875000,4972426.422000000253320,1015,Volga-Ural Region,p,1,604011631899.788940429687500,20681400.471999999135733,P
286,1,286,1,286,293,Íîâûé Óðåíãîé,ÏÀÎ «Ãàçïðîì»,Ìàëûãèíñêîå ìåñòîðîæäåíèå,gas-condensate,,ãàçîêîíäåíñàòíîå,72.250000000000000,70.583332999999996,/oil-gas-field/malyginskoye,Malyginskoye,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,79346903486.179000854492188,2485392.078000000212342,Pg
287,1,287,1,287,294,NA,ÀÎ «Óçáåêíåôòåãàç»,Ìåñòîðîæäåíèÿ Øàõïàõòû,gas-condensate,,ãàçîêîíäåíñàòíîå,42.653025999999997,56.386471000000000,/oil-gas-field/shakhpakhty,Shakhpakhty,424289671751.504028320312500,4260165.265999999828637,1109,Middle Caspian Basin,p,1,1010427500366.161010742187500,26187817.901000000536442,N
288,1,288,1,288,296,Îðåíáóðã,ÀÎ ÍÊ ""ÐóññÍåôòü"",ßñíîïîëÿíñêîå ìåñòîðîæäåíèå,gas-oil,,ãàçîíåôòÿíîå,51.667307000000001,52.981582000000003,/oil-gas-field/yasnopolyanskoye,Yasnopolyanskoye,726370445706.697998046875000,4972426.422000000253320,1015,Volga-Ural Region,p,1,8449014828.029999732971191,1941975.810999999986961,Tr
289,1,289,1,289,297,Òþìåíü,ÎÎÎ «ÐÍ «Óâàòíåôòåãàç»,Þæíî-Ïåòü¸ãñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,59.132975000000002,71.723335000000006,/oil-gas-field/yuzhno-petyogskoye,Yuzhno Petyogskoye,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
290,1,290,1,290,298,Ñóðãóò,ÏÀÎ ""ÍÊ ""ÐÎÑÍÅÔÒÜ"",Óãóòñêîå ìåñòîðîæäåíèÿ,oil,,íåôòÿíîå,60.516666999999998,74.150000000000006,/oil-gas-field/ugutskoe,Ugutskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
291,1,291,1,291,299,Íèæíåâàðòîâñê,ÀÎ ÍÊ ""ÐóññÍåôòü"",Òàãðèíñêîå ìåñòîðîæäåíèå,oil-gas-condensate,,íåôòåãàçîêîíäåíñàòíîå,62.426625000000001,78.152618000000004,/oil-gas-field/tagrinskoye,Tagrinskoye,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
292,1,292,1,292,300,Ïåëåäóé,ÎÀÎ ""Ñóðãóòíåôòåãàç"",Òàëàêàíñêîå ìåñòîðîæäåíèå,oil-gas-condensate,,íåôòåãàçîêîíäåíñàòíîå,59.819971000000002,110.876769999999993,/oil-gas-field/talakanskoe,Talakanskoe,360115965584.392028808593750,3295676.089999999850988,1210,Nepa-Botuoba Arch,p,1,799935840.993999958038330,189978.755999999993946,J
293,1,293,1,293,301,Íèæíåâàðòîâñê,ÀÎ ÍÊ ""ÐóññÍåôòü"",Âàðüåãàíñêîå ìåñòîðîæäåíèå,oil-gas-condensate,,íåôòåãàçîêîíäåíñàòíîå,62.100833000000002,77.554721999999998,/oil-gas-field/varjeganskoe,Varjeganskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
294,1,294,1,294,302,Íåôòåêàìñê,ÏÀÎ ÀÍÊ «Áàøíåôòü»,Àðëàíñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,56.134166999999998,54.049166999999997,/oil-gas-field/arlanskoe,Arlanskoe,726370445706.697998046875000,4972426.422000000253320,1015,Volga-Ural Region,p,1,604011631899.788940429687500,20681400.471999999135733,P
295,1,295,1,295,303,Íåôòåþãàíñê,ÏÀÎ ""ÍÊ ""ÐÎÑÍÅÔÒÜ"",Óñòü-Áàëûêñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,61.049166999999997,72.640556000000004,/oil-gas-field/ust-balykskoe,Ust Balykskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
296,1,296,1,296,304,Îõà,ÏÀÎ ""ÍÊ ""ÐÎÑÍÅÔÒÜ"",Ìåñòîðîæäåíèå Óñòü-Ýâàé,gas-condensate,,ãàçîêîíäåíñàòíîå,52.284444000000001,143.078610999999995,/oil-gas-field/ust-evai,Ust Evai,85860508708.671997070312500,2387620.657999999821186,1322,North Sakhalin Basin,p,1,34754057488.655998229980469,2601912.236000000033528,N
297,1,297,1,297,305,Áîâàíåíêîâî,ÏÀÎ «Ãàçïðîì»,Êðóçåíøòåðíñêîå ìåñòîðîæäåíèå,gas-condensate,,ãàçîêîíäåíñàòíîå,70.601388999999998,67.192778000000004,/oil-gas-field/kruzenshternskoe,Kruzenshternskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,10059528710210.796875000000000,88017714.201000005006790,SEA
298,1,298,1,298,306,Áîâàíåíêîâî,ÏÀÎ «Ãàçïðîì»,Õàðàñàâýéñêîå ìåñòîðîæäåíèå,gas-condensate,,ãàçîêîíäåíñàòíîå,71.193178000000003,66.862449999999995,/oil-gas-field/kharasaveyskoe,Kharasaveyskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,10059528710210.796875000000000,88017714.201000005006790,SEA
299,1,299,1,299,307,Âàðàíäåé,ÎÎÎ «ËÓÊÎÉË-Êîìè»,Âàðàíäåéñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,68.783957000000001,58.182907000000000,/oil-gas-field/varandeyskoe,Varandeyskoe,450939701379.052001953125000,3262746.402999999932945,1008,Timan-Pechora Basin,p,1,109204210740.423004150390625,3242898.160000000149012,K
300,1,300,1,300,308,Îðåíáóðã,ÀÎ «Îðåíáóðãíåôòü»,Êèðñàíîâñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,54.268611000000000,52.982500000000002,/oil-gas-field/kirsanovskoe,Kirsanovskoe,726370445706.697998046875000,4972426.422000000253320,1015,Volga-Ural Region,p,1,604011631899.788940429687500,20681400.471999999135733,P
301,1,301,1,301,309,Êîãàëûì,ÎÎÎ ""ËÓÊîéë-Àèê"",Êîãàëûìñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,62.442500000000003,73.958611000000005,/oil-gas-field/kogalymskoye,Kogalymskoye,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
302,1,302,1,302,310,Êîãàëûì,ÎÎÎ «ËÓÊÎÉË-Çàïàäíàÿ Ñèáèðü»,Òåâëèíñêî-Ðóññêèíñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,62.585121999999998,73.518448000000006,/oil-gas-field/tevlinsko-russinskoe,Tevlinsko Russinskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
303,1,303,1,303,311,Êîãàëûì,ÎÎÎ «ËÓÊÎÉË-Çàïàäíàÿ Ñèáèðü»,Âàòü-Åãàíñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,62.216388999999999,75.174999999999997,/oil-gas-field/vat-eganskoe,Vat Eganskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
304,1,304,1,304,312,Êîãàëûì,ÎÎÎ «ËÓÊÎÉË-Çàïàäíàÿ Ñèáèðü»,Ïîâõîâñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,62.441110999999999,75.919721999999993,/oil-gas-field/povkhovskoye,Povkhovskoye,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
305,1,305,1,305,313,Êîãàëûì,ÎÎÎ «ËÓÊÎÉË-Çàïàäíàÿ Ñèáèðü»,Þæíî-ßãóíñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,62.446111000000002,74.280833000000001,/oil-gas-field/yuzhno-yagunskoye,Yuzhno Yagunskoye,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
306,1,306,1,306,314,Ëàíãåïàñ,ÎÎÎ «ËÓÊÎÉË-Çàïàäíàÿ Ñèáèðü»,Ïîêà÷åâñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,61.738610999999999,75.234166999999999,/oil-gas-field/pokachevskoye,Pokachevskoye,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
307,1,307,1,307,315,Ëàíãåïàñ,ÎÎÎ «ËÓÊÎÉË-Çàïàäíàÿ Ñèáèðü»,Óðüåâñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,61.345832999999999,75.301111000000006,/oil-gas-field/urievskoye,Urievskoye,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
308,1,308,1,308,316,Êîãàëûì,ÎÎÎ «ËÓÊÎÉË-Çàïàäíàÿ Ñèáèðü»,Íîíã-Åãàíñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,61.901944000000000,74.875556000000003,/oil-gas-field/nong-eganskoe,Nong Eganskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
309,1,309,1,309,317,Êîãàëûì,ÎÎÎ «ËÓÊÎÉË-Çàïàäíàÿ Ñèáèðü»,Äðóæíîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,62.406275999999998,74.783935999999997,/oil-gas-field/druzhnoe,Druzhnoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
310,1,310,1,310,318,Ëàíãåïàñ,ÎÎÎ «ËÓÊÎÉË-Çàïàäíàÿ Ñèáèðü»,Íèâàãàëüñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,61.492559999999997,74.915772000000004,/oil-gas-field/nivagalskoe,Nivagalskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
311,1,311,1,311,319,Ëàíãåïàñ,ÎÎÎ «ËÓÊÎÉË-Çàïàäíàÿ Ñèáèðü»,Ïîòî÷íîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,61.470267000000000,75.531006000000005,/oil-gas-field/potochnoe,Potochnoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
312,1,312,1,312,320,Ëàíãåïàñ,ÎÎÎ «ËÓÊÎÉË-Çàïàäíàÿ Ñèáèðü»,Êå÷èìîâñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,61.714610999999998,74.720764000000003,/oil-gas-field/kechimovskoe,Kechimovskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
313,1,313,1,313,321,Õàðüÿãà,ÎÎÎ «ËÓÊÎÉË-Êîìè»,Îøñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,67.033889000000002,56.668332999999997,/oil-gas-field/oshskoe,Oshskoe,450939701379.052001953125000,3262746.402999999932945,1008,Timan-Pechora Basin,p,1,109204210740.423004150390625,3242898.160000000149012,K
314,1,314,1,314,322,Õàðüÿãà,ÎÎÎ «ËÓÊÎÉË-Êîìè»,Âîñòî÷íî-Ëàìáåéøîðñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,66.857221999999993,56.138610999999997,/oil-gas-field/vostochno-lambeishorskoe,Vostochno Lambeishorskoe,450939701379.052001953125000,3262746.402999999932945,1008,Timan-Pechora Basin,p,1,109204210740.423004150390625,3242898.160000000149012,K
315,1,315,1,315,323,Ïå÷îðà,ÎÎÎ «ËÓÊÎÉË-Êîìè»,Êûðòàåëüñêîå ìåñòîðîæäåíèå,oil-gas-condensate,,íåôòåãàçîêîíäåíñàòíîå,64.996943999999999,57.007221999999999,/oil-gas-field/kyrtaelskoe,Kyrtaelskoe,450939701379.052001953125000,3262746.402999999932945,1008,Timan-Pechora Basin,p,1,7967019911.982999801635742,1193006.191000000108033,P
316,1,316,1,316,324,Óñîëüå,ÎÎÎ ""ËÓÊÎÉË-ÏÅÐÌÜ"",Óíüâèíñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,59.164166999999999,56.827221999999999,/oil-gas-field/uunvinskoye,Uunvinskoye,726370445706.697998046875000,4972426.422000000253320,1015,Volga-Ural Region,p,1,604011631899.788940429687500,20681400.471999999135733,P
317,1,317,1,317,325,×àéêîâñêèé,ÎÎÎ ""ËÓÊÎÉË-ÏÅÐÌÜ"",Øàãèðòñêî-Ãîæàíñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,56.516944000000002,55.185555999999998,/oil-gas-field/shagirt-gozhanskoe,Shagirt Gozhanskoe,726370445706.697998046875000,4972426.422000000253320,1015,Volga-Ural Region,p,1,604011631899.788940429687500,20681400.471999999135733,P
318,1,318,1,318,326,Óñîëüå,ÎÎÎ ""ËÓÊÎÉË-ÏÅÐÌÜ"",Ñèáèðñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,59.274999999999999,56.984721999999998,/oil-gas-field/sibirskoe,Sibirskoe,726370445706.697998046875000,4972426.422000000253320,1015,Volga-Ural Region,p,1,604011631899.788940429687500,20681400.471999999135733,P
319,1,319,1,319,327,Ñàðàòîâ,ÏÀÎ ""ËÓÊÎÉË"",Ïàìÿòíî-Ñàñîâñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,50.756388999999999,45.126666999999998,/oil-gas-field/pamyatno-sasovskoe,Pamyatno Sasovskoe,726370445706.697998046875000,4972426.422000000253320,1015,Volga-Ural Region,p,1,417118475432.059020996093750,30095413.644999999552965,K
320,1,320,1,320,328,Êàëèíèíãðàä,ÏÀÎ ""ËÓÊÎÉË"",Êðàâöîâñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,55.322499999999998,20.555555999999999,/oil-gas-field/kravtsovskoye,Kravtsovskoye,140238461062.523010253906250,1502572.838999999919906,4021,Baltic Depression, ,0,98408566641.817993164062500,4849438.718000000342727,SEA
321,1,321,1,321,329,Íîâûé Óðåíãîé,ÎÎÎ «ËÓÊÎÉË-Çàïàäíàÿ Ñèáèðü»,Íàõîäêèíñêîå ìåñòîðîæäåíèå,oil-gas,,íåôòåãàçîâîå,68.006388999999999,77.982221999999993,/oil-gas-field/nakhodkinskoye,Nakhodkinskoye,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
322,1,322,1,322,330,Ñàáåòòà,ÎÎÎ ""Àðêòèê ÑÏÃ 3"",Ñåâåðî-Îáñêîå ìåñòîðîæäåíèå (ëèöåíçèîííûé ó÷àñòîê),gas-condensate,,ãàçîêîíäåíñàòíîå,72.532499999999999,73.660556000000000,/oil-gas-field/ob-north-license-area,Ob North License Area,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,10059528710210.796875000000000,88017714.201000005006790,SEA
323,1,323,1,323,331,Ìóíãóé,ÀÎ ""ÒÀÉÌÛÐÍÅÔÒÅÃÀÇ"",Ïàéÿõñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,70.491111000000004,84.340833000000003,/oil-gas-field/payakhskoe,Payakhskoe,309349807114.385009765625000,2917333.015000000130385,1175,Yenisey-Khatanga Basin, ,0,1052942730417.592041015625000,23622380.964999999850988,K
324,1,324,1,324,332,Íîâûé Óðåíãîé,ÏÀÎ «Ãàçïðîì»,Åí-ßõèíñêîå ìåñòîðîæäåíèå,oil-gas-condensate,,íåôòåãàçîêîíäåíñàòíîå,67.008500999999995,76.296616000000000,/oil-gas-field/yon-yakhinskoye,Yon Yakhinskoye,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
325,1,325,1,325,333,Ïûòü-ßõ,ÏÀÎ ""ÍÊ ""ÐÎÑÍÅÔÒÜ"",Ñðåäíåáàëûêñêîå ìåñòîðîæäåíèå,oil,,íåôòÿíîå,60.514046999999998,72.555428000000006,/oil-gas-field/sredne-balykskskoe,Sredne Balykskskoe,2285549626238.638183593750000,7942933.641999999992549,1174,West Siberian Basin,p,1,1991093993625.498046875000000,45775025.710000000894070,Pg
